reaction_id	gpr	supported_all_expression_contexts	missing_context_count	reason
ATPasel_1	((50617_AT1 and 533_AT1 and 527_AT1 and 8992_AT1 and 245972_AT1) or (50617_AT1 and 533_AT1 and 527_AT1 and 8992_AT1 and 9114_AT1) or (533_AT1 and 527_AT1 and 8992_AT1 and 535_AT1 and 245972_AT1) or (533_AT1 and 527_AT1 and 8992_AT1 and 535_AT1 and 9114_AT1) or (533_AT1 and 527_AT1 and 8992_AT1 and 50617_AT3 and 245972_AT1) or (533_AT1 and 527_AT1 and 8992_AT1 and 10312_AT1 and 9114_AT1) or (533_AT1 and 527_AT1 and 8992_AT1 and 245972_AT1 and 50617_AT2) or (533_AT1 and 527_AT1 and 8992_AT1 and 9114_AT1 and 23545_AT1) or (533_AT1 and 527_AT1 and 8992_AT1 and 10312_AT2 and 245972_AT1) or (533_AT1 and 527_AT1 and 8992_AT1 and 50617_AT3 and 9114_AT1) or (533_AT1 and 527_AT1 and 8992_AT1 and 245972_AT1 and 23545_AT1) or (533_AT1 and 527_AT1 and 8992_AT1 and 9114_AT1 and 50617_AT2) or (533_AT1 and 527_AT1 and 8992_AT1 and 10312_AT1 and 245972_AT1) or (533_AT1 and 527_AT1 and 8992_AT1 and 10312_AT2 and 9114_AT1)) and ((51382_AT1 and 9296_AT1 and 529_AT1 and 245973_AT1 and 523_AT1 and 51606_AT1 and 9550_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 245973_AT1 and 525_AT1 and 90423_AT1 and 51606_AT2 and 523_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT2 and 90423_AT1 and 523_AT1 and 526_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 245973_AT1 and 534_AT2 and 523_AT1 and 90423_AT1 and 51606_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT1 and 51606_AT2 and 529_AT1 and 528_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT1 and 529_AT1 and 523_AT1 and 528_AT2 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 127124_AT1 and 529_AT1 and 525_AT1 and 523_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 245973_AT1 and 90423_AT1 and 127124_AT2 and 51606_AT2 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 529_AT1 and 525_AT1 and 523_AT1 and 51606_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 529_AT1 and 245973_AT1 and 534_AT2 and 525_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 534_AT1 and 528_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 523_AT1 and 90423_AT1 and 9550_AT1 and 528_AT2 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT1 and 245973_AT1 and 525_AT1 and 90423_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 534_AT1 and 525_AT1 and 529_AT1 and 528_AT1 and 523_AT1 and 51606_AT1) or (51382_AT1 and 9296_AT1 and 90423_AT1 and 127124_AT2 and 51606_AT2 and 523_AT1 and 526_AT1 and 528_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT1 and 90423_AT1 and 528_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 529_AT1 and 525_AT1 and 523_AT1 and 127124_AT2 and 528_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT1 and 529_AT1 and 528_AT1 and 525_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 529_AT1 and 523_AT1 and 51606_AT1 and 127124_AT2 and 528_AT2 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT2 and 525_AT1 and 90423_AT1 and 528_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 534_AT2 and 90423_AT1 and 51606_AT2 and 523_AT1 and 526_AT1 and 528_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 9550_AT1 and 528_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT1 and 525_AT1 and 90423_AT1 and 528_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 245973_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1) or (51382_AT1 and 9296_AT1 and 245973_AT1 and 525_AT1 and 90423_AT1 and 127124_AT2 and 51606_AT2 and 523_AT1) or (51382_AT1 and 9296_AT1 and 534_AT1 and 525_AT1 and 51606_AT2 and 529_AT1 and 523_AT1 and 528_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 127124_AT1 and 529_AT1 and 528_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 127124_AT1 and 90423_AT1 and 523_AT1 and 526_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 529_AT1 and 523_AT1 and 51606_AT1 and 528_AT2 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 525_AT1 and 90423_AT1 and 127124_AT2 and 528_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 90423_AT1 and 127124_AT2 and 51606_AT2 and 528_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 245973_AT1 and 534_AT2 and 525_AT1 and 90423_AT1 and 51606_AT2 and 523_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 127124_AT1 and 529_AT1 and 245973_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 245973_AT1 and 523_AT1 and 90423_AT1 and 9550_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 528_AT1 and 534_AT2 and 523_AT1 and 90423_AT1 and 51606_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 525_AT1 and 90423_AT1 and 51606_AT2 and 528_AT1 and 523_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 534_AT2 and 525_AT1 and 523_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 127124_AT1 and 529_AT1 and 245973_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 528_AT1 and 523_AT1 and 127124_AT2 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT2 and 90423_AT1 and 528_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT1 and 51606_AT2 and 529_AT1 and 523_AT1 and 526_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 534_AT2 and 529_AT1 and 528_AT1 and 523_AT1 and 51606_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT1 and 90423_AT1 and 51606_AT2 and 523_AT1 and 526_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 529_AT1 and 528_AT1 and 523_AT1 and 51606_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 90423_AT1 and 51606_AT2 and 528_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 529_AT1 and 528_AT1 and 523_AT1 and 51606_AT1 and 9550_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT2 and 525_AT1 and 51606_AT2 and 529_AT1 and 528_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 529_AT1 and 245973_AT1 and 523_AT1 and 51606_AT1 and 127124_AT2 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 245973_AT1 and 523_AT1 and 9550_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 525_AT1 and 90423_AT1 and 51606_AT2 and 523_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 127124_AT1 and 529_AT1 and 525_AT1 and 523_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 529_AT1 and 523_AT1 and 127124_AT2 and 528_AT2 and 526_AT1) or (51382_AT1 and 9296_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 9550_AT1 and 528_AT2 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT1 and 525_AT1 and 90423_AT1 and 51606_AT2 and 528_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 127124_AT1 and 529_AT1 and 528_AT1 and 525_AT1 and 523_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 245973_AT1 and 534_AT2 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT2 and 525_AT1 and 51606_AT2 and 529_AT1 and 523_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 245973_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 9550_AT1 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 528_AT1 and 523_AT1 and 9550_AT1 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 525_AT1 and 127124_AT2 and 529_AT1 and 528_AT1 and 523_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 528_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 9550_AT1) or (51382_AT1 and 9296_AT1 and 529_AT1 and 245973_AT1 and 525_AT1 and 523_AT1 and 51606_AT1 and 127124_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT1 and 525_AT1 and 90423_AT1 and 523_AT1 and 528_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 245973_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 9550_AT1) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 529_AT1 and 245973_AT1 and 523_AT1 and 127124_AT2 and 526_AT1) or (51382_AT1 and 9296_AT1 and 245973_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 127124_AT2 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT2 and 51606_AT2 and 529_AT1 and 523_AT1 and 526_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 534_AT1 and 51606_AT2 and 529_AT1 and 245973_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 245973_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 529_AT1 and 528_AT1 and 523_AT1 and 51606_AT1 and 127124_AT2 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 127124_AT1 and 525_AT1 and 90423_AT1 and 528_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 245973_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 9550_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 90423_AT1 and 127124_AT2 and 523_AT1 and 526_AT1 and 528_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 245973_AT1 and 90423_AT1 and 127124_AT2 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 525_AT1 and 9550_AT1 and 51606_AT2 and 529_AT1 and 528_AT1 and 523_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 528_AT1 and 525_AT1 and 523_AT1 and 9550_AT1) or (51382_AT1 and 9296_AT1 and 534_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 127124_AT1 and 529_AT1 and 245973_AT1 and 525_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 525_AT1 and 9550_AT1 and 51606_AT2 and 529_AT1 and 523_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 9550_AT1 and 51606_AT2 and 529_AT1 and 523_AT1 and 526_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 529_AT1 and 245973_AT1 and 525_AT1 and 523_AT1 and 51606_AT1 and 9550_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT1 and 245973_AT1 and 90423_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 529_AT1 and 245973_AT1 and 534_AT2 and 525_AT1 and 523_AT1 and 51606_AT1) or (51382_AT1 and 9296_AT1 and 525_AT1 and 90423_AT1 and 127124_AT2 and 51606_AT2 and 523_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 525_AT1 and 127124_AT2 and 529_AT1 and 528_AT1 and 523_AT1 and 51606_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 127124_AT1 and 245973_AT1 and 525_AT1 and 90423_AT1 and 523_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 525_AT1 and 523_AT1 and 127124_AT2 and 528_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 127124_AT1 and 90423_AT1 and 528_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 529_AT1 and 525_AT1 and 523_AT1 and 51606_AT1 and 9550_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 534_AT1 and 245973_AT1 and 525_AT1 and 90423_AT1 and 51606_AT2 and 523_AT1) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 529_AT1 and 528_AT1 and 523_AT1 and 127124_AT2 and 526_AT1) or (51382_AT1 and 9296_AT1 and 245973_AT1 and 534_AT2 and 90423_AT1 and 51606_AT2 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT2 and 525_AT1 and 90423_AT1 and 51606_AT2 and 523_AT1 and 528_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 523_AT1 and 9550_AT1 and 528_AT2 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT2 and 525_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 534_AT1 and 525_AT1 and 51606_AT2 and 529_AT1 and 528_AT1 and 523_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT1 and 529_AT1 and 528_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT2 and 51606_AT2 and 529_AT1 and 528_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 528_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 127124_AT1 and 529_AT1 and 523_AT1 and 528_AT2 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT1 and 245973_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 90423_AT1 and 51606_AT2 and 523_AT1 and 526_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 534_AT2 and 529_AT1 and 523_AT1 and 51606_AT1 and 526_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 534_AT1 and 525_AT1 and 529_AT1 and 523_AT1 and 51606_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 245973_AT1 and 523_AT1 and 90423_AT1 and 9550_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 528_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT2 and 525_AT1 and 90423_AT1 and 523_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 528_AT2 and 526_AT1) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 529_AT1 and 528_AT1 and 525_AT1 and 523_AT1 and 51606_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 127124_AT1 and 529_AT1 and 245973_AT1 and 525_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 127124_AT1 and 529_AT1 and 523_AT1 and 528_AT2 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT1 and 90423_AT1 and 523_AT1 and 526_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 525_AT1 and 523_AT1 and 90423_AT1 and 9550_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 127124_AT1 and 529_AT1 and 528_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 529_AT1 and 245973_AT1 and 534_AT2 and 523_AT1 and 51606_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 528_AT1 and 534_AT2 and 525_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 127124_AT1 and 245973_AT1 and 90423_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 529_AT1 and 245973_AT1 and 525_AT1 and 523_AT1 and 127124_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 245973_AT1 and 525_AT1 and 523_AT1 and 9550_AT1) or (51382_AT1 and 9296_AT1 and 528_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 127124_AT2 and 526_AT1) or (51382_AT1 and 9296_AT1 and 529_AT1 and 523_AT1 and 51606_AT1 and 9550_AT1 and 528_AT2 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT1 and 529_AT1 and 525_AT1 and 523_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 534_AT1 and 51606_AT2 and 529_AT1 and 245973_AT1 and 525_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 528_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 9550_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 9550_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 534_AT1 and 90423_AT1 and 51606_AT2 and 528_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 245973_AT1 and 534_AT2 and 525_AT1 and 523_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 90423_AT1 and 127124_AT2 and 528_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 529_AT1 and 525_AT1 and 523_AT1 and 51606_AT1 and 127124_AT2 and 528_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 528_AT1 and 523_AT1 and 90423_AT1 and 9550_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT1 and 529_AT1 and 528_AT1 and 523_AT1 and 51606_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 9550_AT1 and 51606_AT2 and 529_AT1 and 528_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 528_AT1 and 534_AT2 and 525_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 529_AT1 and 245973_AT1 and 523_AT1 and 51606_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT2 and 523_AT1 and 90423_AT1 and 51606_AT1 and 528_AT2 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT1 and 245973_AT1 and 90423_AT1 and 51606_AT2 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 528_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 9550_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 245973_AT1 and 523_AT1 and 127124_AT2 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 245973_AT1 and 534_AT2 and 525_AT1 and 90423_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 534_AT1 and 529_AT1 and 523_AT1 and 51606_AT1 and 526_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 534_AT1 and 245973_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 529_AT1 and 245973_AT1 and 523_AT1 and 9550_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 245973_AT1 and 534_AT2 and 525_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 245973_AT1 and 534_AT2 and 90423_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 525_AT1 and 90423_AT1 and 127124_AT2 and 51606_AT2 and 528_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 529_AT1 and 245973_AT1 and 534_AT2 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT1 and 529_AT1 and 245973_AT1 and 525_AT1 and 523_AT1 and 51606_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 528_AT1 and 534_AT2 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 523_AT1 and 90423_AT1 and 9550_AT1 and 528_AT2 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT2 and 90423_AT1 and 51606_AT2 and 528_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT1 and 525_AT1 and 90423_AT1 and 51606_AT2 and 523_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 534_AT2 and 525_AT1 and 90423_AT1 and 51606_AT2 and 528_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 528_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 127124_AT2) or (51382_AT1 and 9296_AT1 and 534_AT1 and 529_AT1 and 245973_AT1 and 523_AT1 and 51606_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 528_AT1 and 523_AT1 and 90423_AT1 and 9550_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 245973_AT1 and 90423_AT1 and 51606_AT2 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 528_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 9550_AT1) or (51382_AT1 and 9296_AT1 and 529_AT1 and 528_AT1 and 525_AT1 and 523_AT1 and 51606_AT1 and 9550_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT1 and 529_AT1 and 245973_AT1 and 525_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 245973_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 9550_AT1) or (51382_AT1 and 9296_AT1 and 127124_AT1 and 529_AT1 and 245973_AT1 and 525_AT1 and 523_AT1 and 51606_AT1) or (51382_AT1 and 9296_AT1 and 534_AT2 and 525_AT1 and 529_AT1 and 523_AT1 and 51606_AT1 and 528_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 534_AT2 and 523_AT1 and 528_AT2 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 525_AT1 and 90423_AT1 and 127124_AT2 and 523_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 534_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 528_AT2 and 526_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 245973_AT1 and 525_AT1 and 90423_AT1 and 127124_AT2 and 523_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 127124_AT1 and 525_AT1 and 90423_AT1 and 523_AT1 and 528_AT2) or (51382_AT1 and 9296_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 127124_AT2 and 528_AT2 and 526_AT1) or (51382_AT1 and 9296_AT1 and 534_AT1 and 528_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 245973_AT1 and 525_AT1 and 523_AT1 and 127124_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 525_AT1 and 523_AT1 and 9550_AT1 and 528_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 529_AT1 and 523_AT1 and 127124_AT2 and 528_AT2 and 526_AT1) or (51382_AT1 and 9296_AT1 and 51606_AT2 and 529_AT1 and 245973_AT1 and 525_AT1 and 523_AT1 and 9550_AT1) or (51382_AT1 and 9296_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 127124_AT2 and 528_AT2) or (51382_AT1 and 9296_AT1 and 245973_AT1 and 525_AT1 and 523_AT1 and 90423_AT1 and 51606_AT1 and 127124_AT2) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 127124_AT1 and 529_AT1 and 528_AT1 and 525_AT1 and 523_AT1) or (51382_AT1 and 9296_AT1 and 534_AT2 and 525_AT1 and 529_AT1 and 528_AT1 and 523_AT1 and 51606_AT1) or (51382_AT1 and 51606_AT3 and 9296_AT1 and 534_AT1 and 529_AT1 and 245973_AT1 and 523_AT1 and 526_AT1) or (51382_AT1 and 9296_AT1 and 525_AT1 and 127124_AT2 and 51606_AT2 and 529_AT1 and 528_AT1 and 523_AT1))	False	59	no complete measured alternative in every retained context
B3GALT3g	8706_AT4 or 8706_AT1 or 8706_AT3 or 8706_AT2	True	0	complete measured GPR alternative
B3GALT42g	8705_AT1	True	0	complete measured GPR alternative
B3GNT11g	10678_AT1	True	0	complete measured GPR alternative
B3GNT310g	10331_AT1	True	0	complete measured GPR alternative
B3GNT315g	10331_AT1	True	0	complete measured GPR alternative
B3GNT31g	10331_AT1	True	0	complete measured GPR alternative
B3GNT34g	10331_AT1	True	0	complete measured GPR alternative
B3GNT37g	10331_AT1	True	0	complete measured GPR alternative
B3GNT39g	10331_AT1	True	0	complete measured GPR alternative
B3GNT51g	84002_AT1	False	59	no complete measured alternative in every retained context
BAAT1x	570_AT1	True	0	complete measured GPR alternative
BAAT3x	570_AT1	True	0	complete measured GPR alternative
BACCL	3141_AT1	True	0	complete measured GPR alternative
BALAVECSEC_1	140679_AT1	False	59	no complete measured alternative in every retained context
BDHm	622_AT2 or 622_AT3 or 622_AT1	True	0	complete measured GPR alternative
BHMT	23743_AT1 or 635_AT1	True	0	complete measured GPR alternative
BILDGLCURt	10599_AT1	True	0	complete measured GPR alternative
BTNDm	686_AT1	True	0	complete measured GPR alternative
BTNPL	3141_AT1	True	0	complete measured GPR alternative
BTNt2m	6566_AT1	True	0	complete measured GPR alternative
BTNt3i_1	8884_AT1	True	0	complete measured GPR alternative
C160CPT1	126129_AT1 or 1375_AT3 or 1374_AT1 or 1375_AT2 or 1375_AT1	True	0	complete measured GPR alternative
C160CPT2	1376_AT1 or 1374_AT1	True	0	complete measured GPR alternative
C160CRNt	788_AT1	True	0	complete measured GPR alternative
C161CPT1	1375_AT1 or 1375_AT3 or 1375_AT4 or 126129_AT1 or 1374_AT1 or 1375_AT2	True	0	complete measured GPR alternative
C161CPT12	126129_AT1 or 1375_AT3 or 1375_AT1 or 1375_AT2 or 1374_AT1 or 1375_AT4	True	0	complete measured GPR alternative
C161CPT2	1376_AT1	True	0	complete measured GPR alternative
C161CRN2t	788_AT1	True	0	complete measured GPR alternative
